ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0008406	gonad development	19/686	160/12179	0.00164927466320936	0.0237837848275766	0.0185930159133042	ADAMTS1/PTX3/INHBB/FST/CITED2/RHOBTB3/LEP/ING2/SOX9/HMGB2/VEGFA/TGFB2/TNFAIP6/DMC1/ANG/LFNG/SFRP2/KIF18A/CYP19A1	19
GO:0045637	regulation of myeloid cell differentiation	18/686	148/12179	0.0016505747272049	0.0237837848275766	0.0185930159133042	FSTL3/ZBTB16/FOXO3/LIF/PIK3R1/NEDD9/RASSF2/LRRC17/HMGB2/GPR68/IL34/UBASH3B/TNFAIP6/MAFB/TNFRSF11B/CAMK4/INPP5D/CCR1	18
GO:0048568	embryonic organ development	31/686	314/12179	0.00166353054441461	0.0238896798338905	0.0186757995220446	WNT2/PLXNA4/COL11A1/TBX18/TGFBR2/FBN2/CITED2/EPHB2/LIF/ALDH1A3/PKDCC/GDNF/MICAL2/SOX9/SLITRK6/SPINT2/ITGA8/VEGFA/TGFB2/FZD5/FGF10/VASH2/MAFB/CCN1/FRZB/COL27A1/PRDM1/CIMAP3/FGFR2/E2F7/CHD7	31
GO:0015718	monocarboxylic acid transport	14/686	102/12179	0.00168318990797356	0.0238896798338905	0.0186757995220446	ACSL1/IRS2/CRABP2/PLA2G4A/LEP/SLC16A12/SLC5A6/P2RX7/BDKRB2/THBS1/SLC51B/FABP4/PTGS2/RBP1	14
GO:0120254	olefinic compound metabolic process	14/686	102/12179	0.00168318990797356	0.0238896798338905	0.0186757995220446	PNPLA2/DHRS3/PLA2G4A/ALDH1A3/ALOX15B/HSD17B6/ADH1B/ADH1A/ADH1C/PLB1/CYP19A1/HSD11B2/PTGS2/ABCA4	14
GO:0034446	substrate adhesion-dependent cell spreading	13/686	91/12179	0.00168574126447807	0.0238896798338905	0.0186757995220446	PDPN/MYADM/PIK3R1/NEDD9/EPHB3/POSTN/CARMIL1/LIMS2/KANK1/ITGA8/RAC3/MERTK/PKP2	13
GO:0070665	positive regulation of leukocyte proliferation	13/686	91/12179	0.00168574126447807	0.0238896798338905	0.0186757995220446	VCAM1/IRS2/TGFBR2/IGFBP2/EPHB2/SLC39A10/LEP/TNFSF13B/IL34/FGF10/IL12A/TNFSF9/ICOSLG	13
GO:1901342	regulation of vasculature development	23/686	210/12179	0.00170257111290956	0.0240488169698475	0.0188002052599328	ADAMTS1/ADAM12/AMOT/TGFBR2/WARS1/LEP/RHOJ/PLK2/BMPER/GLUL/ADM2/DDAH1/RHOB/BRCA1/VEGFA/ANGPTL7/TGFB2/THBS1/VASH2/COL4A3/RGCC/SFRP2/HMOX1	23
GO:0010721	negative regulation of cell development	21/686	185/12179	0.00170864483054343	0.0240554783683721	0.0188054128200276	FSTL3/TSC22D1/DAAM2/EPHB2/PIK3R1/DUSP10/SEMA3A/CDKN2B/FGF13/ULK2/LRRC17/SOCS1/GPR68/VEGFA/SEMA6D/UBASH3B/TNFAIP6/MAFB/TNFRSF11B/FRZB/INPP5D	21
GO:0050770	regulation of axonogenesis	16/686	125/12179	0.00172219288247345	0.024062327894394	0.0188107674491267	CXCL12/PLXNA4/CRABP2/EPHB2/RND2/SEMA3A/EPHB3/ROBO1/FGF13/ULK2/VEGFA/SEMA6D/PAK3/CDH4/EPHA4/NGF	16
GO:0006939	smooth muscle contraction	11/686	70/12179	0.0017259424758904	0.024062327894394	0.0188107674491267	OXTR/ABAT/APBB2/ACTA2/GDNF/BDKRB2/ADRA2A/ARHGAP42/PTGS2/KCNB2/HTR2A	11
GO:0070167	regulation of biomineral tissue development	11/686	70/12179	0.0017259424758904	0.024062327894394	0.0188107674491267	GPM6B/FBN2/TMEM119/TENT5A/PKDCC/S1PR1/P2RX7/SOX9/CCN1/ENPP1/CCR1	11
GO:0031128	developmental induction	6/686	24/12179	0.00175472161030933	0.0241669953866548	0.018892591446582	WNT2/GDNF/ROBO1/SOX9/FZD5/FGF10	6
GO:0043583	ear development	17/686	137/12179	0.00176587153413093	0.0241669953866548	0.018892591446582	COL11A1/TBX18/CEBPD/EPHB2/ALDH1A3/BMPER/SOX9/SLITRK6/ITGA8/TGFB2/FGF10/MAFB/PLPPR4/FRZB/FGFR2/EPHA4/CHD7	17
GO:0048762	mesenchymal cell differentiation	22/686	198/12179	0.00176889899059895	0.0241669953866548	0.018892591446582	PDPN/WNT2/COL1A1/TGFBR2/CITED2/SLC39A10/SEMA3A/GDNF/SOX9/AXIN2/TGFB2/SEMA6D/FGF10/AGT/FRZB/NRG1/FGFR2/FAM83D/RGCC/SFRP2/EPHA4/TMEM100	22
GO:0030858	positive regulation of epithelial cell differentiation	8/686	41/12179	0.00177395319947036	0.0241669953866548	0.018892591446582	LIF/NCOA3/ALOX15B/CDKN2B/GDNF/SOX9/SFRP4/TMEM100	8
GO:0045778	positive regulation of ossification	8/686	41/12179	0.00177395319947036	0.0241669953866548	0.018892591446582	ZBTB16/GPM6B/FBN2/TMEM119/TENT5A/PKDCC/P2RX7/CCN1	8
GO:0048013	ephrin receptor signaling pathway	8/686	41/12179	0.00177395319947036	0.0241669953866548	0.018892591446582	EPHB2/EPHB6/EPHB3/ARHGEF28/PAK3/KALRN/EPHA4/EPHA5	8
GO:0072132	mesenchyme morphogenesis	8/686	41/12179	0.00177395319947036	0.0241669953866548	0.018892591446582	TGFBR2/ACTA2/ROBO1/SOX9/TGFB2/ADAMTS5/ACTG2/TMEM100	8
GO:0051924	regulation of calcium ion transport	18/686	149/12179	0.00178154242364498	0.0241669953866548	0.018892591446582	CACNB2/CXCL12/TRPC6/PRKCE/CLIC2/P2RX7/EPB41/BDKRB1/UBASH3B/STC1/CAMK2A/ADRA2A/MCHR1/TMC2/RAMP3/PTGS2/CCR1/CHD7	18
GO:0042692	muscle cell differentiation	30/686	302/12179	0.00178410282663474	0.0241669953866548	0.018892591446582	SORT1/ADAM12/LAMA2/TBX18/CCN3/GDF15/PDLIM5/LMOD1/MORF4L2/TMEM119/KLF5/SGCD/CFLAR/NID1/ATP2A2/SOX9/ITGA8/VEGFA/CDON/FGF10/ALPK3/NRG1/PI16/SYPL2/FGFR2/ADAMTS5/OLFM2/MYOZ2/RCAN1/NEBL	30
GO:0050796	regulation of insulin secretion	15/686	114/12179	0.00179848655029097	0.0242852240470107	0.0189850169112145	SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/GPR68/ADCY8/ADRA2A/PER2/RAPGEF4/EPHA5/ACVR1C	15
GO:0061448	connective tissue development	24/686	224/12179	0.00184090683739978	0.0247801064570366	0.0193718921117568	COL11A1/COL1A1/CCN3/ZBTB16/TGFBR2/CBS/CFLAR/ACTA2/LEP/PKDCC/PRKG2/CCN2/SOX9/AXIN2/GDF7/RSPO2/CCN1/FRZB/COL27A1/STC1/CHRDL2/GDF5/SFRP2/RXFP1	24
GO:0030879	mammary gland development	14/686	103/12179	0.00184974587931718	0.0248212775180874	0.0194040776616529	WNT2/IRS2/TGFBR2/OXTR/ROBO1/SOX9/VEGFA/FGF10/NRG1/LBH/FGFR2/RXFP1/CYP19A1/XDH	14
GO:1902107	positive regulation of leukocyte differentiation	16/686	126/12179	0.00187255250784045	0.0249712436915121	0.0195213139833383	SOX4/ZBTB16/TGFBR2/FOXO3/LIF/NEDD9/SMARCD2/DUSP10/SOCS1/GPR68/IL34/EGR3/INPP5D/TNFSF9/IL4I1/CCR1	16
GO:1903708	positive regulation of hemopoiesis	16/686	126/12179	0.00187255250784045	0.0249712436915121	0.0195213139833383	SOX4/ZBTB16/TGFBR2/FOXO3/LIF/NEDD9/SMARCD2/DUSP10/SOCS1/GPR68/IL34/EGR3/INPP5D/TNFSF9/IL4I1/CCR1	16
GO:0055080	monoatomic cation homeostasis	37/686	399/12179	0.00192514288715584	0.0255508810129354	0.0199744464859782	CACNB2/STEAP2/MT2A/CXCL12/MT1E/TRPC6/SCN7A/STEAP4/SGCD/CORIN/PRKCE/SLC39A10/FAM20A/ATP2A2/CLIC2/MT1X/TRPA1/P2RX7/MT1M/BDKRB1/AGT/UBASH3B/ADCY8/STC1/SYPL2/CCL8/TRPV6/PDK4/HMOX1/ADORA1/SLC24A3/CCL7/PLCG2/SCARA5/HTR2A/CCR1/CHD7	37
GO:0030098	lymphocyte differentiation	28/686	277/12179	0.00193753102899574	0.0255508810129354	0.0199744464859782	VCAM1/SOX4/ZBTB16/TGFBR2/FZD8/FOXO3/PIK3R1/PIK3R3/SMARCD2/LEP/DUSP10/KLF6/NFIL3/SOCS1/TNFSF13B/FZD5/MAFB/CAMK4/MERTK/PRDM1/BLNK/LFNG/EGR3/INPP5D/PLCG2/TNFSF9/IL4I1/CHD7	28
GO:0090596	sensory organ morphogenesis	21/686	187/12179	0.00195267302985876	0.0255508810129354	0.0199744464859782	WNT2/COL11A1/TBX18/FBN2/CITED2/EPHB2/NKD1/ALDH1A3/SOX9/SLITRK6/ITGA8/VEGFA/CDON/FZD5/FGF10/MAFB/FRZB/PRDM1/FGFR2/LCTL/CHD7	21
GO:2000243	positive regulation of reproductive process	9/686	51/12179	0.00195622149169271	0.0255508810129354	0.0199744464859782	INHBB/LHFPL2/PDE5A/CITED2/OXTR/SOX9/VEGFA/PLB1/LFNG	9
GO:0042391	regulation of membrane potential	27/686	264/12179	0.00195676258307414	0.0255508810129354	0.0199744464859782	CACNB2/KCNK6/TBX18/USP53/PIEZO2/ABCC9/GCLM/ABAT/ATP2A2/FGF13/P2RX7/NEDD4L/KCNK15/GRIK4/SCN1B/KCNE3/CACNA1G/GRIK1/KCND3/INSYN2A/KCNQ3/KCND2/ADORA1/GRIN2A/PKP2/ABCB5/ASIC2	27
GO:0001773	myeloid dendritic cell activation	5/686	17/12179	0.00196004763255634	0.0255508810129354	0.0199744464859782	TGFBR2/CAMK4/BATF3/TSPAN32/BATF2	5
GO:0071772	response to BMP	15/686	115/12179	0.00196362150309005	0.0255508810129354	0.0199744464859782	FSTL3/FST/BMPER/SOX9/CRIM1/SPINT2/GDF7/TNFAIP6/CCN1/FSTL5/CHRDL2/GDF5/SFRP4/SFRP2/TMEM100	15
GO:0071773	cellular response to BMP stimulus	15/686	115/12179	0.00196362150309005	0.0255508810129354	0.0199744464859782	FSTL3/FST/BMPER/SOX9/CRIM1/SPINT2/GDF7/TNFAIP6/CCN1/FSTL5/CHRDL2/GDF5/SFRP4/SFRP2/TMEM100	15
GO:0001892	embryonic placenta development	10/686	61/12179	0.00199576317037884	0.0258906557510778	0.0202400659893087	WNT2/CITED2/LIF/SPINT2/FZD5/VASH2/CCN1/PRDM1/FGFR2/E2F7	10
GO:0002040	sprouting angiogenesis	14/686	104/12179	0.0020297527272542	0.0261671057275357	0.0204561812480356	PIK3R3/RHOJ/PLK2/BMPER/GLUL/ROBO1/VEGFA/THBS1/NR4A1/IL12A/E2F7/EGR3/HMOX1/PTGS2	14
GO:0050954	sensory perception of mechanical stimulus	14/686	104/12179	0.0020297527272542	0.0261671057275357	0.0204561812480356	CXCL12/COL11A1/COL1A1/USP53/PIEZO2/TRPA1/SLITRK6/SPTBN4/COL4A3/KCNQ3/TMC2/ASIC2/HTR2A/CHD7	14
GO:0032946	positive regulation of mononuclear cell proliferation	12/686	82/12179	0.00203535475384186	0.0261671057275357	0.0204561812480356	VCAM1/IRS2/TGFBR2/IGFBP2/EPHB2/SLC39A10/LEP/TNFSF13B/FGF10/IL12A/TNFSF9/ICOSLG	12
GO:0045860	positive regulation of protein kinase activity	23/686	213/12179	0.00205037575847833	0.0262815328564357	0.0205456348587193	PRKAG2/TGFBR2/NEK10/NEDD9/LEP/ROBO1/RASSF2/AXIN2/VEGFA/TGFB2/THBS1/IL34/AGT/CCN1/ADCY8/MMD/NRG1/TNFSF15/GPRC5B/ADRA2A/ANG/RGCC/EPHA4	23
GO:0090263	positive regulation of canonical Wnt signaling pathway	13/686	93/12179	0.00205878928459917	0.0263108368692525	0.0205685433226402	SOX4/COL1A1/DAAM2/RSPO1/LGR4/KANK1/FGF10/RSPO2/EDA/GPRC5B/SFRP4/FGFR2/SFRP2	13
GO:0033674	positive regulation of kinase activity	26/686	252/12179	0.0020799212491361	0.0264915504790122	0.0207098165071384	PRKAG2/TGFBR2/NEK10/NEDD9/LEP/ROBO1/RASSF2/AXIN2/VEGFA/TGFB2/THBS1/IL34/AGT/CCN1/ADCY8/MMD/NRG1/TNFSF15/MERTK/GPRC5B/ADRA2A/CIMAP3/FGFR2/ANG/RGCC/EPHA4	26
GO:0015800	acidic amino acid transport	8/686	42/12179	0.00208526876150585	0.0264915504790122	0.0207098165071384	SLC6A6/SLC7A14/ABAT/SLC7A11/SLC38A2/P2RX7/PER2/ADORA1	8
GO:0050865	regulation of cell activation	38/686	415/12179	0.00210519242437164	0.0266657707087074	0.0208460134802706	PDPN/VCAM1/SOX4/ZBTB16/IRS2/PDE5A/TGFBR2/IGFBP2/NR4A3/TSLP/C1QTNF1/CTSC/EPHB2/FOXO3/NEDD9/PLA2G4A/ACTA2/SMARCD2/SLC39A10/LEP/DUSP10/MAP3K8/SOCS1/TNFSF13B/THBS1/FGF10/UBASH3B/CAMK4/IL12A/MERTK/PRDM1/EGR3/INPP5D/IL31RA/TSPAN32/TNFSF9/ICOSLG/IL4I1	38
GO:0007600	sensory perception	28/686	279/12179	0.00215320976494982	0.0271140256032097	0.0211964375379687	CACNB2/CXCL12/COL11A1/COL1A1/CCN3/USP53/PIEZO2/ABLIM1/DHRS3/TRPA1/P2RX7/SLITRK6/LXN/SPTBN4/COL4A3/ADRA2A/GUCY2D/KCNQ3/KCND2/TMC2/ADORA1/GRIN2A/ABCA4/TMEM100/LCTL/ASIC2/HTR2A/CHD7	28
GO:0050767	regulation of neurogenesis	28/686	279/12179	0.00215320976494982	0.0271140256032097	0.0211964375379687	CXCL12/WNT2/PLXNA4/DAAM2/CRABP2/EPHB2/LIF/RND2/DUSP10/SEMA3A/CDKN2B/ROBO1/FGF13/ULK2/HMGB2/TENM4/VEGFA/CDON/SEMA6D/IL34/HAPLN3/EGR2/CDH4/EPHA4/PER2/NGF/SLC7A5/CHD7	28
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	19/686	164/12179	0.00219844754707097	0.0273818344958206	0.0214057976140936	SPARCL1/NEXN/VCAM1/TGFBR2/FLRT3/CLDN11/MYADM/ROBO1/CDH6/TENM4/TGFB2/DSC3/CDH10/CADM1/CDH4/PCDHGC5/SCARF1/LRRC4/PCDH1	19
GO:0006536	glutamate metabolic process	6/686	25/12179	0.0022004153580818	0.0273818344958206	0.0214057976140936	GCLM/PRODH/GLS/ADHFE1/GLUL/SLC7A11	6
GO:0010092	specification of animal organ identity	6/686	25/12179	0.0022004153580818	0.0273818344958206	0.0214057976140936	WNT2/GDNF/ROBO1/AXIN2/FGF10/FGFR2	6
GO:0017145	stem cell division	6/686	25/12179	0.0022004153580818	0.0273818344958206	0.0214057976140936	ZBTB16/NCOA3/ING2/TGFB2/LBH/SFRP2	6
GO:0010634	positive regulation of epithelial cell migration	16/686	128/12179	0.00220636114009174	0.0273818344958206	0.0214057976140936	IRS2/TGFBR2/PRKCE/RHOJ/PLK2/RHOB/SOX9/ENPP2/VEGFA/TGFB2/THBS1/FGF10/AGT/HMOX1/PTGS2/PLCG2	16
GO:0006814	sodium ion transport	17/686	140/12179	0.00223295971307667	0.02751883213927	0.0215128957645017	PER1/SLC6A6/SLC6A9/SCN7A/FGF14/PRKCE/SLC5A6/FGF13/SLC38A2/P2RX7/NEDD4L/SCN1B/SPTBN4/KCNE3/SLC24A3/PKP2/ASIC2	17
GO:0034103	regulation of tissue remodeling	9/686	52/12179	0.00225000503106633	0.02751883213927	0.0215128957645017	TMEM119/LEP/S1PR1/P2RX7/UBASH3B/TNFRSF11B/PDK4/INPP5D/SIGLEC15	9
GO:0045600	positive regulation of fat cell differentiation	9/686	52/12179	0.00225000503106633	0.02751883213927	0.0215128957645017	ZBTB16/KLF5/AXIN2/FRZB/LMO3/SFRP2/PTGS2/FNDC5/HTR2A	9
GO:0060411	cardiac septum morphogenesis	9/686	52/12179	0.00225000503106633	0.02751883213927	0.0215128957645017	SOX4/TGFBR2/CITED2/DHRS3/ROBO1/TGFB2/CCN1/FGFR2/CHD7	9
GO:0001942	hair follicle development	10/686	62/12179	0.00226226076971642	0.02751883213927	0.0215128957645017	FST/LDB2/SOX9/LGR4/TGFB2/FGF10/EDA/FGFR2/HPSE/APCDD1	10
GO:0002690	positive regulation of leukocyte chemotaxis	10/686	62/12179	0.00226226076971642	0.02751883213927	0.0215128957645017	CXCL12/DAPK2/NEDD9/VEGFA/THBS1/IL34/IL12A/MSTN/CCL7/CCR1	10
GO:0060395	SMAD protein signal transduction	10/686	62/12179	0.00226226076971642	0.02751883213927	0.0215128957645017	CCN3/GDF15/TGFBR2/BMPER/CILP/JUN/GDF7/TGFB2/PMEPA1/GDF5	10
GO:0050890	cognition	23/686	215/12179	0.00231441085753458	0.0279945921753619	0.0218848220153529	FAM107A/EPHB2/OXTR/ADCY1/TUBA1A/NEDD9/PPP1R1B/PLK2/SLC7A11/FGF13/ITGA8/CHL1/ADCY8/CAMK4/EGR2/NRXN3/ADORA1/NGF/PTGS2/GRIN2A/RCAN1/HTR2A/CHD7	23
GO:0071560	cellular response to transforming growth factor beta stimulus	23/686	215/12179	0.00231441085753458	0.0279945921753619	0.0218848220153529	WNT2/COL1A1/GDF15/TGFBR2/FBN2/CITED2/CFLAR/ACTA2/ING2/CDKN2B/POSTN/CILP/SOX9/SAP30/ITGA8/JUN/TGFB2/THBS1/RASL11B/PMEPA1/GDF5/FGFR2/MSTN	23
GO:0010632	regulation of epithelial cell migration	21/686	190/12179	0.00237382373618382	0.0286325818066666	0.0223835715395925	IRS2/TGFBR2/PRKCE/DUSP10/RHOJ/PLK2/BMPER/GLUL/RHOB/SOX9/ENPP2/VEGFA/TGFB2/THBS1/FGF10/AGT/STC1/RGCC/HMOX1/PTGS2/PLCG2	21
GO:0032310	prostaglandin secretion	4/686	11/12179	0.00239448936843402	0.0287204953856304	0.0224522981356545	PLA2G4A/LEP/P2RX7/PTGS2	4
GO:0048485	sympathetic nervous system development	4/686	11/12179	0.00239448936843402	0.0287204953856304	0.0224522981356545	SOX4/PLXNA4/SEMA3A/GDNF	4
GO:0060986	endocrine hormone secretion	7/686	34/12179	0.00246985238403154	0.0295419112452129	0.0230944414387233	INHBB/RAB11FIP1/C1QTNF1/LEP/AGT/TRPV6/CYP19A1	7
GO:0051047	positive regulation of secretion	22/686	204/12179	0.00257909963298562	0.030381059439536	0.023750447025882	CXCL12/SOX4/INHBB/IRS2/C1QTNF1/OXTR/ABAT/PLA2G4A/PRKCE/LEP/CADPS2/GDNF/P2RX7/GPR68/TGFB2/ADCY8/ANG/RGCC/RAB27B/ADORA1/CYP19A1/RAPGEF4	22
GO:0035265	organ growth	16/686	130/12179	0.00258836151205741	0.030381059439536	0.023750447025882	WNT2/PDLIM5/TGFBR2/CITED2/LEP/S1PR1/SOX9/TENM4/TGFB2/FGF10/RSPO2/COL27A1/STC1/PI16/FGFR2/CYP19A1	16
GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	5/686	18/12179	0.00258953603979277	0.030381059439536	0.023750447025882	BMPER/VEGFA/THBS1/IL12A/HMOX1	5
GO:0003338	metanephros morphogenesis	5/686	18/12179	0.00258953603979277	0.030381059439536	0.023750447025882	LIF/GDNF/SOX9/LGR4/FGF10	5
GO:0008045	motor neuron axon guidance	5/686	18/12179	0.00258953603979277	0.030381059439536	0.023750447025882	PLXNA4/SEMA3A/RAC3/EGR2/EPHA4	5
GO:0032332	positive regulation of chondrocyte differentiation	5/686	18/12179	0.00258953603979277	0.030381059439536	0.023750447025882	ZBTB16/PKDCC/PRKG2/SOX9/GDF5	5
GO:0046697	decidualization	5/686	18/12179	0.00258953603979277	0.030381059439536	0.023750447025882	CITED2/LIF/STC1/PTGS2/TPPP3	5
GO:0070588	calcium ion transmembrane transport	23/686	217/12179	0.0026067588527639	0.0304997888658533	0.0238432639651916	CACNB2/TRPC6/SCN7A/PRKCE/ATP2A2/CLIC2/TRPA1/P2RX7/BDKRB1/UBASH3B/PKD1L2/CACNA1G/ADRA2A/TRPV6/TMC2/SLC24A3/TMEM37/RAMP3/GRIN2A/PLCG2/CATSPER2/HTR2A/CHD7	23
GO:0050806	positive regulation of synaptic transmission	14/686	107/12179	0.00265877974867784	0.0310239136978876	0.0242529994809314	LAMA2/FAM107A/EPHB2/OXTR/ADCY1/PRKCE/PLK2/LRRTM2/ADCY8/EPHA4/ADORA1/PTGS2/LGI1/GRIN2A	14
GO:1901652	response to peptide	35/686	379/12179	0.00269931470354349	0.0313021415332642	0.0244705045840168	VCAM1/SORT1/KLF15/CXCL12/INHBB/COL1A1/GDF15/FOXO1/IRS2/NR4A3/ARHGEF2/EPHB2/OXTR/AGTRAP/CFLAR/PIK3R1/PIK3R3/LEP/KANK1/SOCS1/TRIB3/AGT/SORBS1/ADCY8/NR4A1/EGR2/CAMK2A/EPHA4/PDK4/RAMP3/HSD11B2/MSTN/PTGS2/ACVR1C/ENPP1	35
GO:0031644	regulation of nervous system process	11/686	74/12179	0.00271974780505395	0.0313021415332642	0.0244705045840168	CCN3/CTSC/ABAT/WASF3/TENM4/TYMP/EGR2/ADORA1/GRIN2A/TMEM100/BEGAIN	11
GO:0010043	response to zinc ion	6/686	26/12179	0.00272636258347481	0.0313021415332642	0.0244705045840168	MT2A/VCAM1/MT1E/MT1X/P2RX7/MT1M	6
GO:0050432	catecholamine secretion	6/686	26/12179	0.00272636258347481	0.0313021415332642	0.0244705045840168	CXCL12/OXTR/ABAT/GDNF/ADRA2A/HTR2A	6
GO:0086091	regulation of heart rate by cardiac conduction	6/686	26/12179	0.00272636258347481	0.0313021415332642	0.0244705045840168	CACNB2/SCN1B/KCNE3/CACNA1G/KCND3/PKP2	6
GO:1905332	positive regulation of morphogenesis of an epithelium	6/686	26/12179	0.00272636258347481	0.0313021415332642	0.0244705045840168	LIF/GDNF/SOX9/LGR4/VEGFA/AGT	6
GO:0048638	regulation of developmental growth	24/686	231/12179	0.00276881665257583	0.0317047965497617	0.0247852808563209	CXCL12/WNT2/PLXNA4/GDF15/CRABP2/CITED2/NKD1/RND2/LEP/DUSP10/SEMA3A/FGF13/ULK2/NEDD4L/VEGFA/SEMA6D/SPTBN4/GDF5/PI16/FGFR2/CDH4/NGF/MSTN/CHD7	24
GO:0010810	regulation of cell-substrate adhesion	20/686	180/12179	0.00280176080896189	0.0319967045576659	0.0250134804585092	PDPN/COL1A1/FAM107A/GPM6B/MYADM/PIK3R1/NEDD9/PRKCE/NID1/POSTN/CORO2B/CARMIL1/LIMS2/APOD/KANK1/VEGFA/THBS1/RAC3/CCN1/PKP2	20
GO:0061097	regulation of protein tyrosine kinase activity	8/686	44/12179	0.00283573441186047	0.0322987892958325	0.0252496357376045	ERRFI1/RAP2B/NEDD9/IL34/AGT/GPRC5B/ADRA2A/EPHA4	8
GO:0003300	cardiac muscle hypertrophy	10/686	64/12179	0.00288087886409455	0.0324684877753858	0.0253822978245546	KLF15/FOXO1/PDLIM5/LMCD1/PDE5A/NR4A3/LEP/ATP2A2/AGT/PI16	10
GO:0022404	molting cycle process	10/686	64/12179	0.00288087886409455	0.0324684877753858	0.0253822978245546	FST/LDB2/SOX9/LGR4/TGFB2/FGF10/EDA/FGFR2/HPSE/APCDD1	10
GO:0022405	hair cycle process	10/686	64/12179	0.00288087886409455	0.0324684877753858	0.0253822978245546	FST/LDB2/SOX9/LGR4/TGFB2/FGF10/EDA/FGFR2/HPSE/APCDD1	10
GO:0045638	negative regulation of myeloid cell differentiation	10/686	64/12179	0.00288087886409455	0.0324684877753858	0.0253822978245546	FSTL3/ZBTB16/PIK3R1/LRRC17/GPR68/UBASH3B/TNFAIP6/MAFB/TNFRSF11B/INPP5D	10
GO:2000377	regulation of reactive oxygen species metabolic process	14/686	108/12179	0.00290103684432834	0.0325377223491122	0.0254364220751891	FOXO1/TGFBR2/DCXR/CFLAR/LEP/BRCA1/GCH1/THBS1/AGT/IER3/H19/ACP5/PLCG2/XDH	14
GO:0060828	regulation of canonical Wnt signaling pathway	22/686	206/12179	0.00291081850354848	0.0325377223491122	0.0254364220751891	SOX4/COL1A1/TBX18/FOXO1/DAAM2/IGFBP2/JADE1/NKD1/RSPO1/SOX9/LGR4/KANK1/NKD2/AXIN2/FGF10/RSPO2/EDA/FRZB/GPRC5B/SFRP4/FGFR2/SFRP2	22
GO:0048732	gland development	30/686	312/12179	0.00292375118257725	0.0325377223491122	0.0254364220751891	INHBB/WNT2/IRS2/TGFBR2/CITED2/OXTR/CFLAR/ALDH1A3/ALOX15B/EPHB3/CDKN2B/ROBO1/LIMS2/SOX9/VEGFA/GDF7/TGFB2/FGF10/EDA/MAFB/FRZB/NRG1/LBH/CADM1/FGFR2/E2F7/RXFP1/CYP19A1/XDH/SLC7A5	30
GO:1902074	response to salt	24/686	232/12179	0.00292919855419586	0.0325377223491122	0.0254364220751891	INHBB/COL1A1/IMPA2/OXTR/ABCC9/ADCY1/GCLM/ABAT/AQP3/TUBA1A/PPP1R1B/PRKCE/LEP/P2RX7/RASGRP2/THBS1/ADCY8/TRPV6/KCNQ3/FABP4/PTGS2/PLCG2/ENPP1/HTR2A	24
GO:0030501	positive regulation of bone mineralization	7/686	35/12179	0.00294006433895099	0.0325377223491122	0.0254364220751891	GPM6B/FBN2/TMEM119/TENT5A/PKDCC/P2RX7/CCN1	7
GO:0050994	regulation of lipid catabolic process	7/686	35/12179	0.00294006433895099	0.0325377223491122	0.0254364220751891	IRS2/PNPLA2/PRKCE/ABHD5/CIDEC/ADRA2A/ADORA1	7
GO:0061383	trabecula morphogenesis	7/686	35/12179	0.00294006433895099	0.0325377223491122	0.0254364220751891	ADAMTS1/COL1A1/FBN2/S1PR1/TGFB2/NRG1/CHD7	7
GO:0050670	regulation of lymphocyte proliferation	16/686	132/12179	0.00302372324438097	0.0333775517001848	0.0260929601578431	VCAM1/IRS2/PDE5A/TGFBR2/IGFBP2/EPHB2/SLC39A10/LEP/TNFSF13B/FGF10/IL12A/INPP5D/TSPAN32/TNFSF9/ICOSLG/IL4I1	16
GO:0050708	regulation of protein secretion	20/686	182/12179	0.00318579469406055	0.0350764164520411	0.0274210506865293	SOX4/INHBB/RAB11FIP1/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/P2RX7/GPR68/TGFB2/ADCY8/IL12A/ADRA2A/ANG/PER2/RAPGEF4/EPHA5/ACVR1C	20
GO:1903532	positive regulation of secretion by cell	21/686	195/12179	0.00324564952808041	0.0354355295079781	0.0277017879540466	CXCL12/SOX4/INHBB/IRS2/C1QTNF1/OXTR/ABAT/PLA2G4A/PRKCE/LEP/CADPS2/GDNF/P2RX7/GPR68/TGFB2/ADCY8/ANG/RGCC/RAB27B/CYP19A1/RAPGEF4	21
GO:0001822	kidney development	24/686	234/12179	0.00327361021833138	0.0354355295079781	0.0277017879540466	ADAMTS1/KLF15/SOX4/ZBTB16/COL4A4/CFLAR/LIF/ACTA2/NID1/BMPER/GDNF/SOX9/LGR4/ITGA8/GCNT4/VEGFA/TGFB2/FGF10/AGT/MTSS1/COL4A3/PRDM1/FGFR2/EPHA4	24
GO:0045765	regulation of angiogenesis	22/686	208/12179	0.0032777616166837	0.0354355295079781	0.0277017879540466	ADAMTS1/ADAM12/AMOT/TGFBR2/WARS1/LEP/RHOJ/PLK2/BMPER/GLUL/ADM2/DDAH1/RHOB/BRCA1/VEGFA/TGFB2/THBS1/VASH2/COL4A3/RGCC/SFRP2/HMOX1	22
